x,y
1178,0.153554065
1182,0.218849754
1186,0.302391015
1190,0.404832786
1194,0.521363756
1198,0.631641825
1202,0.728041749
1206,0.806157
1210,0.85424707
1214,0.860786341
1218,0.841350325
1222,0.791300472
1226,0.701898409
1230,0.581190557
1234,0.447608228
1238,0.305198683
1242,0.181176962
1246,0.083643998
1250,0.036424143
1254,0
1258,0
1262,0
1266,0.008211346
1270,0.016293262
1274,0.022618464
1278,0.02749217
1282,0.028709698
1286,0.025061436
1290,0.019842718
1294,0.013151297
1298,0.005878018
1302,0.001361516
1306,0
1310,0
1314,0
1318,0.00083158
1322,0.002514669
1326,0.006034895
1330,0.00914215
1334,0.018499461
1338,0.03027165
1342,0.053122429
1346,0.086830555
1350,0.124463123
1354,0.173134164
1358,0.208680143
1362,0.237478569
1366,0.240785466
1370,0.217520167
1374,0.182780425
1378,0.134077648
1382,0.092812825
1386,0.057346897
1390,0.037416479
1394,0.029583535
1398,0.030311038
1402,0.033695599
1406,0.03218944
1410,0.030042207
1414,0.027220573
1418,0.023906616
1422,0.023712585
1426,0.024315716
1430,0.024162339
1434,0.023745774
1438,0.021049009
1442,0.023117383
1446,0.024427016
1450,0.024968057
1454,0.022833667
1458,0.022280086
1462,0.022248191
1466,0.019747837
1470,0.015286382
1474,0.010738687
1478,0.006077216
1482,0.006204229
1486,0.004835912
1490,0.002025632
1494,0.002582959
1498,0.006209165
1502,0.007643513
1506,0.008037061
1510,0.012038855
1514,0.017480507
1518,0.018375961
1522,0.016734676
1526,0.01578591
1530,0.018465
1534,0.020484022
1538,0.0181051
1542,0.011234398
1546,0.016118954
1550,0.018853343
1554,0.018815577
1558,0.015735392
1562,0.012150785
1566,0.014749279
1570,0.014683126
1574,0.011306309
1578,0.007118676
1582,0.004844398
1586,0.009536317
1590,0.009364263
1594,0.010762658
1598,0.00963916
1602,0.012887618
1606,0.014922007
1610,0.017527278
1614,0.019136477
1618,0.018311269
1622,0.021844937
1626,0.023672417
1630,0.022134648
1634,0.02045962
1638,0.02485108
1642,0.035097854
1646,0.04126009
1650,0.04405197
1654,0.043600795
1658,0.047882927
1662,0.049242487
1666,0.047477153
1670,0.051204028
1674,0.059973548
1678,0.070092721
1682,0.077890393
1686,0.091312797
1690,0.106283029
1694,0.120960647
1698,0.130062187
1702,0.148162474
1706,0.191664468
1710,0.272125228
1714,0.396200138
1718,0.53820084
1722,0.706194445
1726,0.87513786
1730,0.977399007
1734,1.046158084
1738,1.050093785
1742,1.033525494
1746,1.005515683
1750,0.96822804
1754,0.870718121
1758,0.786236561
1762,0.669993043
1766,0.530822272
1770,0.408691996
1774,0.352406792
1778,0.348320007
1782,0.383236824
1786,0.423091219
1790,0.435394921
1794,0.420907287
1798,0.356612652
1802,0.241203737
1806,0.14466423
1810,0.075848683
1814,0.031685791
1818,0.006827552
1822,0
1826,0.000954008
1830,0.002451992
1834,0.002997194
1838,0.002254147
1842,0.001059622
1846,0.000464329
1850,0.000893314
1854,0.002248293
1858,0.003121954
1862,0.004511355
1866,0.007171543
1870,0.009097914
1874,0.010874005
1878,0.012940734
1882,0.014935957
1886,0.017504783
1890,0.020721857
1894,0.023325272
1898,0.025885369
1902,0.028264003
1906,0.02986046
1910,0.030819485
1914,0.030591737
1918,0.029192874
1922,0.026134686
1926,0.022218604
1930,0.017694907
1934,0.014924483
1938,0.013104166
1942,0.012252558
1946,0.012434752
1950,0.013094538
1954,0.014386877
1958,0.014757387
1962,0.014646893
1966,0.013846356
1970,0.013005086
1974,0.011894368
1978,0.010244838
1982,0.00886089
1986,0.007585866
1990,0.006058995
1994,0.004418979
1998,0.00324101
2002,0.001731406
2006,0.000561945
2010,0
2014,0
2018,0
2022,0.000498525
2026,0.001317366
2030,0.002185947
2034,0.003019557
2038,0.003848686
2042,0.0044144
2046,0.004720043
2050,0.004947402
2054,0.005122242
2058,0.005367601
2062,0.005800531
2066,0.006260705
2070,0.006754395
2074,0.007236272
2078,0.007605355
2082,0.0077376
2086,0.00750933
2090,0.006958749
2094,0.006407777
2098,0.006083168
2102,0.006114828
2106,0.006323495
2110,0.006567535
2114,0.00679181
2118,0.006916937
2122,0.006665487
2126,0.005852622
2130,0.004833116
2134,0.003814597
2138,0.002702786
2142,0.001592628
2146,0.000589242
2150,0.000101996
2154,0
2158,0
2162,0.000165153
2166,0.000448189
2170,0.000967303
2174,0.001777081
2178,0.002304644
2182,0.002555193
2186,0.002754098
2190,0.002888173
2194,0.002990559
2198,0.003247257
2202,0.003723338
2206,0.004413833
2210,0.005562239
2214,0.00610154
2218,0.005888956
2222,0.005063076
2226,0.003860856
2230,0.002288693
2234,0.001175003
2238,0.000282163
2242,0
2246,1.14E-05
2250,0.000360656
2254,0.000646272
2258,0.000828163
2262,0.000995226
2266,0.001079457
2270,0.001356457
2274,0.001691974
2278,0.00167261
2282,0.001624198
2286,0.001594839
2290,0.001602207
2294,0.001709348
2298,0.001935541
2302,0.002474891
2306,0.003279469
2310,0.004160678
2314,0.004830047
2318,0.005262584
2322,0.005747293
2326,0.005992874
2330,0.006059053
2334,0.006344872
2338,0.00689658
2342,0.007646552
2346,0.008600552
2350,0.009842733
2354,0.011202125
2358,0.012459382
2362,0.013221258
2366,0.013463378
2370,0.013245373
2374,0.012719097
2378,0.011945575
2382,0.010836101
2386,0.009891885
2390,0.00993115
2394,0.010959113
2398,0.012897785
2402,0.016191666
2406,0.019675903
2410,0.023098701
2414,0.02573514
2418,0.027214833
2422,0.027489658
2426,0.026526759
2430,0.024378154
2434,0.020874037
2438,0.016636098
2442,0.012388452
2446,0.009204878
2450,0.005531734
2454,0.002197815
2458,0.000476442
2462,0
2466,0
2470,9.39E-05
2474,0.001201564
2478,0.002873517
2482,0.004993856
2486,0.006905983
2490,0.008916347
2494,0.0110802
2498,0.013009055
2502,0.014826535
2506,0.01683042
2510,0.019101206
2514,0.021175816
2518,0.023126264
2522,0.025153726
2526,0.026853944
2530,0.029036117
2534,0.031357972
2538,0.034036133
2542,0.038526451
2546,0.044332752
2550,0.051787185
2554,0.061011595
2558,0.06932985
2562,0.075022906
2566,0.079458617
2570,0.07931327
2574,0.074834876
2578,0.067671466
2582,0.057541948
2586,0.046041392
2590,0.037782116
2594,0.031305574
2598,0.029410605
2602,0.030433172
2606,0.035196382
2610,0.039716665
2614,0.045036027
2618,0.045646061
2622,0.04315146
2626,0.036622855
2630,0.028537426
2634,0.020201984
2638,0.012842879
2642,0.007439304
2646,0.004375679
2650,0.001844685
2654,0.000172258
2658,0
2662,0
2666,0.001089251
2670,0.005504038
2674,0.011295543
2678,0.018054213
2682,0.025755704
2686,0.032832784
2690,0.039464859
2694,0.045760015
2698,0.051779063
2702,0.058988166
2706,0.06643177
2710,0.07297533
2714,0.077829291
2718,0.079827449
2722,0.077515396
2726,0.070678525
2730,0.060835932
2734,0.049039286
2738,0.036783581
2742,0.026664701
2746,0.021018059
2750,0.016594083
2754,0.016451658
2758,0.018098043
2762,0.020212381
2766,0.021602568
2770,0.022831313
2774,0.023314402
2778,0.023852696
2782,0.024214216
2786,0.025251543
2790,0.026470211
2794,0.027855844
2798,0.028783482
2802,0.028738658
2806,0.028575503
2810,0.027325996
2814,0.024198046
2818,0.019673725
2822,0.014119678
2826,0.008953497
2830,0.005459499
2834,0.00564267
2838,0.009151977
2842,0.017717219
2846,0.028575566
2850,0.040180549
2854,0.054328895
2858,0.072325803
2862,0.090503802
2866,0.111506402
2870,0.124185782
2874,0.131534147
2878,0.127786717
2882,0.114614113
2886,0.090158919
2890,0.069818357
2894,0.0520865
2898,0.044125012
2902,0.038557144
2906,0.041900198
2910,0.058238044
2914,0.082843986
2918,0.111122592
2922,0.159042294
2926,0.232622596
2930,0.319365068
2934,0.408685793
2938,0.49053275
2942,0.55744709
2946,0.591267129
2950,0.5358828
2954,0.425473257
2958,0.296265268
2962,0.174112682
2966,0.079336766
2970,0.005830372
2974,0
2978,0
2982,0.027818833
2986,0.061107354
2990,0.091801242
2994,0.119883218
2998,0.149150852
3002,0.182558952
3006,0.207667143
3010,0.220162545
3014,0.220372451
3018,0.20695284
3022,0.18633643
3026,0.152293516
3030,0.114313092
3034,0.078376437
3038,0.048643807
3042,0.027882754
3046,0.017801261
3050,0.006432269
3054,5.63E-06
3058,0
3062,0
3066,0.006358375
3070,0.019023231
3074,0.038980638
3078,0.063558109
3082,0.092873891
3086,0.12679291
3090,0.155265683
3094,0.182322369
3098,0.204701317
3102,0.216711767
3106,0.219353106
3110,0.20932703
3114,0.194017966
3118,0.176229584
3122,0.161986433
3126,0.150406968
3130,0.144341332
3134,0.135017435
3138,0.123283605
3142,0.106901297
3146,0.086770651
3150,0.065640762
3154,0.046859113
3158,0.037021733
3162,0.035821648
3166,0.041939151
3170,0.051171358
3174,0.062325353
3178,0.074795862
3182,0.087840778
3186,0.101999977
3190,0.114750692
3194,0.127108688
3198,0.1341752
3202,0.141991982
3206,0.145510173
3210,0.144394863
3214,0.13915603
3218,0.130066276
3222,0.117724129
3226,0.103462734
3230,0.089398146
3234,0.076101263
3238,0.067080016
3242,0.060528814
3246,0.056246156
3250,0.055464985
3254,0.055474934
3258,0.056633364
3262,0.058684579
3266,0.061072408
3270,0.063835393
3274,0.067050059
3278,0.070351389
3282,0.07464125
3286,0.079004275
3290,0.082973781
3294,0.085518102
3298,0.085962145
3302,0.084900069
3306,0.081496797
3310,0.077243131
3314,0.072241607
3318,0.068395986
3322,0.064653797
3326,0.06132612
3330,0.058871013
3334,0.055904756
3338,0.05287741
3342,0.049593895
3346,0.046927662
3350,0.043684874
3354,0.04080581
3358,0.038224137
3362,0.036900946
3366,0.036836828
3370,0.038296345
3374,0.040731428
3378,0.043071222
3382,0.045785348
3386,0.048486428
3390,0.049852795
3394,0.049539791
3398,0.04745274
3402,0.044623806
3406,0.041254484
3410,0.036874236
3414,0.033152332
3418,0.029598945
3422,0.026829654
3426,0.025032606
3430,0.023282068
3434,0.021601313
3438,0.020018744
3442,0.018273236
3446,0.016256772
3450,0.014304997
3454,0.012265878
3458,0.010162561
3462,0.008425817
3466,0.006682777
3470,0.004928352
3474,0.003309108
3478,0.00200603
3482,0.001128795
3486,0.000352879
3490,0.000149957
3494,0.000371859
3498,0.000685303
3502,0.001464464
3506,0.002054451
3510,0.002939793
3514,0.003960285
3518,0.005095723
3522,0.007302097
3526,0.010917579
3530,0.015849383
3534,0.021666078
3538,0.025726932
3542,0.028923417
3546,0.029708555
3550,0.027188188
3554,0.024668377
3558,0.021056245
3562,0.021266984
3566,0.024062885
3570,0.029974684
3574,0.035928231
3578,0.041048611
3582,0.044757942
3586,0.045874458
3590,0.044407355
3594,0.042991232
3598,0.041189329
3602,0.039941631
3606,0.038891681
3610,0.037149767
3614,0.034010524
3618,0.030624483
3622,0.027607518
3626,0.024646338
3630,0.022261201
3634,0.020397961
3638,0.017961042
3642,0.015691981
3646,0.014462522
3650,0.01363757
3654,0.012970617
3658,0.011299848
3662,0.010025112
3666,0.009484175
3670,0.008870936
3674,0.007323716
3678,0.005438122
3682,0.003926319
3686,0.003880219
3690,0.004918923
3694,0.004443418
3698,0.003989342
3702,0.004000162
3706,0.004358949
3710,0.004176342
3714,0.004279969
3718,0.005996841
3722,0.009135404
3726,0.011613259
3730,0.012536191
3734,0.011369036
3738,0.009568236
3742,0.006886887
3746,0.003716164
3750,0.001565999
3754,0.000330943
3758,0
3762,0
3766,0
3770,0
3774,0
3778,0
3782,0
3786,0
3790,0
3794,0
3798,0
3802,0
3806,0
3810,0
3814,0
3818,0
3822,0
3826,0
3830,0
3834,0
3838,0
3842,0
3846,0
3850,0
3854,0
3858,0
3862,0
3866,0
3870,0
3874,0
3878,0
3882,0
3886,0
3890,0
3894,0
3898,0
3902,0
3906,0
3910,0
3914,0
3918,0
3922,0
3926,0
3930,0
3934,0
3938,0
3942,0
3946,0
3950,0
3954,0
3958,0
3962,0
3966,0
