x,y
2878,0.108426206
2882,0.083137819
2886,0.10833727
2890,0.126306204
2894,0.139453676
2898,0.156590996
2902,0.159870987
2906,0.243629658
2910,0.432741317
2914,0.632676665
2918,0.800010474
2922,0.922113317
2926,0.983908068
2930,0.987994612
2934,0.997167851
2938,0.999934819
2942,0.998612221
2946,0.998401651
2950,0.973624909
2954,0.879826136
2958,0.715854934
2962,0.50275092
2966,0.292192198
2970,0.135940598
2974,0.057831025
2978,0.033551948
2982,0.02454662
2986,0.018849199
2990,0.008096123
2994,0.002887183
2998,0.002605048
3002,0.00303747
3006,0.016214638
3010,0.056563611
3014,0.150216629
3018,0.279801977
3022,0.414459078
3026,0.520693563
3030,0.583828292
3034,0.614837278
3038,0.592603633
3042,0.527114578
3046,0.411638272
3050,0.272093523
3054,0.142511809
3058,0.054975334
3062,0.031644311
3066,0.036354724
3070,0.048914394
3074,0.054620189
3078,0.055569685
3082,0.052507407
3086,0.045415519
3090,0.0360915
3094,0.026540971
3098,0.018860212
3102,0.013676227
3106,0.010252374
3110,0.00792255
3114,0.005833863
3118,0.004298071
3122,0.003137764
3126,0.002262078
3130,0.00163353
3134,0.001176161
3138,0.00075838
3142,0.000454338
3146,0.000234475
3150,0.000104166
3154,0
3158,0
3162,5.88E-05
3166,0.000215047
3170,0.000481555
3174,0.00083645
3178,0.001262207
3182,0.001767509
3186,0.002356366
3190,0.002911407
3194,0.00333831
3198,0.003632528
3202,0.003715999
3206,0.003619347
3210,0.003440479
3214,0.003213154
3218,0.002948669
3222,0.002684471
3226,0.002382127
3230,0.001934553
3234,0.001387329
3238,0.000837527
3242,0.000357218
3246,1.60E-05
3250,0
3254,0
3258,1.04E-05
3262,0.000399504
3266,0.001085236
3270,0.002006775
3274,0.003075566
3278,0.004437613
3282,0.005915215
3286,0.007208139
3290,0.008099129
3294,0.008506837
3298,0.008392778
3302,0.0078857
3306,0.007408404
3310,0.006972672
3314,0.006283506
3318,0.005135627
3322,0.003637959
3326,0.002094543
3330,0.000812759
3334,5.26E-05
3338,0
3342,2.89E-05
3346,0.000294804
3350,0.000624545
3354,0.001032161
3358,0.001505016
3362,0.002018691
3366,0.002539794
3370,0.003007146
3374,0.003371694
3378,0.003609631
3382,0.00368072
3386,0.003613827
3390,0.003456386
3394,0.003245653
3398,0.002972029
3402,0.002650318
3406,0.002331872
3410,0.00205527
3414,0.001853964
3418,0.00172066
3422,0.001619106
3426,0.001526379
3430,0.001403005
3434,0.001237224
3438,0.001061208
3442,0.000872443
3446,0.000684261
3450,0.000523663
3454,0.000384184
3458,0.000277531
3462,0.000181919
3466,0.000103074
3470,4.34E-05
3474,9.36E-06
3478,0
3482,0
3486,0
3490,8.50E-06
3494,5.74E-05
3498,0.000121921
3502,0.000194972
3506,0.000281997
3510,0.000403514
3514,0.000567491
3518,0.000805921
3522,0.001086768
3526,0.001361355
3530,0.001564938
3534,0.00167486
3538,0.001670571
3542,0.001571589
3546,0.0014433
3550,0.001327543
3554,0.001240896
3558,0.001133388
3562,0.000990055
3566,0.000774278
3570,0.000517509
3574,0.000275642
3578,0.000110057
3582,1.18E-05
3586,0
3590,0
3594,4.74E-05
3598,0.000159568
3602,0.000328779
3606,0.000502943
3610,0.000641784
3614,0.000677268
3618,0.000491263
3622,0.00019647
3626,7.36E-05
3630,0.0003425
3634,0.001082728
3638,0.002092137
3642,0.002914507
3646,0.00308649
3650,0.002676697
3654,0.002120826
3658,0.001776579
3662,0.001783437
3666,0.001969152
3670,0.001961315
3674,0.001538917
3678,0.000870666
3682,0.000286881
3686,6.78E-06
3690,7.32E-05
3694,0.000412761
3698,0.000861822
3702,0.001326921
3706,0.001833594
3710,0.002392598
3714,0.003013949
3718,0.003696672
3722,0.004404735
3726,0.005127486
3730,0.005841511
3734,0.006502025
3738,0.007020294
3742,0.007279019
3746,0.006930745
3750,0.005919258
3754,0.004519798
3758,0.003095682
3762,0.001958741
3766,0.001258496
3770,0.000951294
3774,0.00059071
3778,0.000237941
3782,0
3786,0
3790,0
3794,0
3798,0
3802,0
3806,0
3810,0
3814,0
3818,0
3822,0
3826,0
3830,0
3834,0
3838,0
3842,0
3846,0
3850,0
3854,0
3858,0
3862,0
3866,0
3870,0
3874,0
3878,0
3882,0
3886,0
3890,0
3894,0
3898,0
3902,0
3906,0
3910,0
3914,0
3918,0
3922,0
3926,0
3930,0
3934,0
3938,0
3942,0
3946,0
3950,0
3954,0
3958,0
3962,0
3966,0
